stock_code,date,units_sold,closing_inventory,reorder_triggered,reorder_point,inventory_value,coverage_days
22166,2011-12-09,0.0,0.0,0,7.47,0.0,0.0
22167,2011-12-09,1.0,38.0,0,7.28,378.1,62.61
22168,2011-12-09,0.0,78.0,0,1.91,663.0,245.14
22169,2011-12-09,0.0,232.0,0,49.01,1972.0,78.1
22170,2011-12-09,9.0,71.0,0,16.56,479.25,25.73
22171,2011-12-09,4.0,60.0,0,55.12,510.0,13.06
22173,2011-12-09,5.0,111.95187165775404,1,113.51,330.26,19.23
22174,2011-12-09,10.0,252.0,0,172.1,829.08,30.75
22175,2011-12-09,1.0,221.0,0,24.99,651.95,185.74
22176,2011-12-09,0.0,217.0,0,15.95,640.15,285.77
22178,2011-12-09,18.0,520.0,0,854.15,650.0,8.22
22179,2011-12-09,25.0,124.0,0,15.56,837.0,59.76
22180,2011-12-09,0.0,24.72192513368984,0,13.4,245.98,35.98
22181,2011-12-09,0.0,185.27272727272725,0,12.27,157.48,271.73
22182,2011-12-09,24.0,139.8716577540107,0,17.97,577.67,163.48
22183,2011-12-09,0.0,89.0,0,12.79,515.31,104.34
22184,2011-12-09,0.0,15.0,0,0.83,127.05,107.88
22185,2011-12-09,12.0,200.43850267379685,0,50.53,330.72,53.55
22186,2011-12-09,3.0,402.0,0,25.28,783.9,190.8
22187,2011-12-09,6.0,441.0,0,64.65,859.95,133.01
22188,2011-12-09,0.0,0.0,0,133.47,0.0,0.0
22189,2011-12-09,0.0,501.0,0,196.84,1978.95,22.91
22190,2011-12-09,27.0,295.0,0,7.41,725.7,179.11
22191,2011-12-09,0.0,225.0,0,68.46,1912.5,64.09
22192,2011-12-09,0.0,57.0,0,34.36,484.5,29.86
22193,2011-12-09,2.0,252.0,0,14.15,2142.0,80.14
22194,2011-12-09,0.0,16.0,0,1.93,136.0,99.73
22195,2011-12-09,4.0,203.0,0,48.26,334.95,50.48
22196,2011-12-09,13.0,786.0,0,72.83,1281.18,129.5
22197,2011-12-09,130.0,5403.0,0,2993.9,4592.55,37.9
22198,2011-12-09,0.0,487.0,0,14.29,803.55,204.42
22199,2011-12-09,0.0,0.0,0,7.34,0.0,0.0
22200,2011-12-09,2.0,39.33689839572193,0,5.66,326.1,52.17
22201,2011-12-09,0.0,22.0,0,3.09,93.5,53.43
22202,2011-12-09,0.0,31.0,0,2.29,231.26,263.5
22203,2011-12-09,0.0,0.0,0,16.56,0.0,0.0
22204,2011-12-09,0.0,34.0,0,1.93,114.24,79.48
22206,2011-12-09,0.0,50.12299465240642,0,0.2,41.6,3749.2
22207,2011-12-09,0.0,0.0,0,26.07,0.0,0.0
22208,2011-12-09,0.0,814.0,0,28.28,675.62,215.91
22209,2011-12-09,1.0,58.39572192513367,0,19.76,48.47,26.6
22210,2011-12-09,0.0,61.0,0,16.7,50.63,27.39
22211,2011-12-09,0.0,21.08021390374336,0,29.58,17.5,8.55
22212,2011-12-09,1.0,46.278074866310135,0,80.07,97.18,12.14
22214,2011-12-09,0.0,75.0,0,6.3,191.25,178.66
22215,2011-12-09,0.0,0.0,0,8.38,0.0,0.0
22216,2011-12-09,24.0,133.0,0,18.1,113.05,88.2
22217,2011-12-09,0.0,0.0,0,9.95,0.0,0.0
22218,2011-12-09,0.0,12.0,0,0.02,51.0,4488.0
22219,2011-12-09,4.0,59.0,0,90.72,50.15,5.85
22220,2011-12-09,0.0,0.0,0,3.89,0.0,0.0
22221,2011-12-09,0.0,1.0,0,4.28,9.95,4.56
22222,2011-12-09,0.0,272.0,0,46.35,1346.4,114.43
22223,2011-12-09,0.0,118.0,0,17.36,584.1,132.53
22224,2011-12-09,4.0,107.0,0,32.33,315.65,49.65
22227,2011-12-09,11.0,906.0,0,80.03,588.9,152.84
22228,2011-12-09,0.0,57.0,0,34.33,48.45,24.9
22229,2011-12-09,0.0,158.0,0,13.59,134.3,122.09
22230,2011-12-09,0.0,55.0,0,39.84,45.65,22.78
22231,2011-12-09,0.0,529.0,0,38.21,661.25,249.18
22232,2011-12-09,0.0,121.0,0,20.12,151.25,108.26
22233,2011-12-09,0.0,91.0,0,19.57,113.75,69.74
22236,2011-12-09,0.0,37.0,0,2.02,471.75,82.37
22241,2011-12-09,0.0,593.0,0,84.0,741.25,116.48
22242,2011-12-09,0.0,178.0,0,5.61,293.7,332.86
22243,2011-12-09,0.0,38.0,0,17.51,62.7,35.8
22244,2011-12-09,0.0,116.0,0,16.1,479.08,97.27
22245,2011-12-09,0.0,171.0,0,30.76,145.35,108.4
22246,2011-12-09,0.0,322.4117647058823,0,11.43,628.7,296.27
22247,2011-12-09,0.0,177.0,0,36.61,150.45,101.53
22248,2011-12-09,0.0,187.0,0,30.08,158.95,121.21
22249,2011-12-09,0.0,100.0,0,21.95,85.0,41.01
22250,2011-12-09,0.0,108.0,0,25.25,91.8,51.32
22251,2011-12-09,0.0,36.0,0,25.7,45.0,18.91
22252,2011-12-09,0.0,65.98930481283423,0,22.28,82.49,53.3
22254,2011-12-09,0.0,98.0,0,15.75,122.5,102.67
22255,2011-12-09,0.0,36.0,0,21.06,58.68,33.33
22256,2011-12-09,0.0,122.0,0,6.65,152.5,192.52
22257,2011-12-09,0.0,244.0,0,12.56,207.4,262.23
22258,2011-12-09,0.0,528.0,0,25.76,660.0,245.92
22259,2011-12-09,0.0,252.0,0,25.08,214.2,195.94
22260,2011-12-09,2.0,21.0,0,11.82,34.23,16.0
22261,2011-12-09,1.0,186.0,0,20.82,158.1,134.03
22262,2011-12-09,0.0,44.0,0,13.7,37.4,19.27
22263,2011-12-09,0.0,183.4385026737968,0,14.49,155.92,246.78
22264,2011-12-09,1.0,802.0,0,34.39,681.7,244.86
22265,2011-12-09,0.0,297.0,0,15.05,193.05,207.24
22266,2011-12-09,0.0,49.0,0,41.84,31.85,15.81
22267,2011-12-09,0.0,84.0,0,21.02,105.0,47.96
22268,2011-12-09,0.0,1033.0,0,92.81,650.79,217.05
22269,2011-12-09,0.0,96.01604278074863,0,25.56,79.69,50.72
22270,2011-12-09,0.0,8.02139037433156,0,7.07,30.08,15.31
22271,2011-12-09,0.0,426.0,0,20.82,1256.7,122.75
22272,2011-12-09,0.0,53.0,0,1.26,156.35,188.78
22273,2011-12-09,2.0,411.0,0,113.9,1212.45,37.89
22274,2011-12-09,0.0,55.0,0,55.93,162.25,20.65
22275,2011-12-09,0.0,66.0,0,3.87,504.9,357.74
22276,2011-12-09,0.0,51.0,0,8.42,130.05,90.83
22277,2011-12-09,1.0,16.262032085561486,0,13.8,34.15,17.68
22278,2011-12-09,2.0,101.26203208556149,0,9.66,501.25,110.09
22279,2011-12-09,5.0,524.0,0,14.26,655.0,275.63
22280,2011-12-09,4.0,189.0,0,4.91,160.65,173.25
22281,2011-12-09,0.0,10.0,0,3.34,59.5,31.43
22282,2011-12-09,0.0,44.0,0,2.77,561.0,143.1
22283,2011-12-09,0.0,55.0,0,5.05,437.25,81.63
22284,2011-12-09,0.0,376.0,0,20.86,620.4,162.2
22285,2011-12-09,0.0,371.0,0,10.03,612.15,166.37
22286,2011-12-09,0.0,412.0,0,37.82,679.8,163.4
22287,2011-12-09,0.0,405.0,0,35.15,668.25,241.96
22288,2011-12-09,0.0,97.0,0,18.49,121.25,86.58
22289,2011-12-09,0.0,137.0,0,3.91,171.25,419.98
22291,2011-12-09,0.0,441.0,0,39.79,639.45,133.01
22292,2011-12-09,0.0,445.0,0,20.41,645.25,196.26
22293,2011-12-09,0.0,442.0,0,14.1,640.9,188.06
22294,2011-12-09,0.0,424.0,0,190.95,530.0,33.31
22295,2011-12-09,0.0,683.9893048128342,0,84.21,1128.58,109.65
22296,2011-12-09,0.0,624.1978609625669,0,30.81,1029.93,91.16
22297,2011-12-09,0.0,801.4598930481284,0,97.31,1001.82,86.48
22299,2011-12-09,48.0,158.0,0,29.72,388.68,47.85
22300,2011-12-09,1.0,459.9732620320856,0,28.84,1172.93,119.63
22301,2011-12-09,3.0,546.0,0,90.4,1392.3,99.66
22302,2011-12-09,4.0,469.0,0,68.04,1195.95,93.05
22303,2011-12-09,4.0,482.0,0,79.01,1229.1,91.51
22304,2011-12-09,1.0,315.0,0,32.25,803.25,161.16
22305,2011-12-09,0.0,36.83957219251337,0,11.96,93.94,64.69
22306,2011-12-09,0.0,5.0,0,51.59,5.3,1.74
22307,2011-12-09,1.0,73.0,0,25.83,77.38,42.39
22308,2011-12-09,2.0,0.0,0,9.12,0.0,0.0
22309,2011-12-09,2.0,129.0,0,11.01,639.84,140.66
22310,2011-12-09,0.0,281.0,0,31.11,924.49,189.7
22311,2011-12-09,0.0,223.0,0,47.65,657.85,84.24
22312,2011-12-09,0.0,0.0,0,13.6,0.0,0.0
22313,2011-12-09,12.0,200.903743315508,0,22.26,592.67,175.97
22314,2011-12-09,23.0,0.0,1,15.16,0.0,0.0
22315,2011-12-09,0.0,504.0,0,29.65,630.0,280.5
22316,2011-12-09,0.0,114.0,0,15.02,142.5,68.33
22317,2011-12-09,0.0,71.0,0,10.95,209.45,136.17
22318,2011-12-09,0.0,221.0,0,15.04,651.95,220.41
22319,2011-12-09,180.0,44.79679144385023,1,54.39,29.12,14.83
22320,2011-12-09,0.0,16.0,0,2.98,95.2,64.34
22321,2011-12-09,0.0,379.49732620320856,0,32.85,618.58,225.29
22322,2011-12-09,0.0,127.0,0,8.86,107.95,64.54
22323,2011-12-09,0.0,16.0,0,0.02,31.2,5984.0
22324,2011-12-09,2.0,156.0,0,8.16,644.28,258.16
22325,2011-12-09,0.0,27.0,0,7.9,133.65,56.41
22326,2011-12-09,3.0,345.0,0,80.95,1017.75,76.71
22327,2011-12-09,6.0,131.3850267379679,0,23.2,387.59,67.96
22328,2011-12-09,4.0,137.0,0,89.96,404.15,22.84
22329,2011-12-09,2.0,386.0,0,22.31,636.9,233.6
22331,2011-12-09,0.0,385.0,0,32.34,635.25,249.98
22332,2011-12-09,0.0,395.0,0,26.27,651.75,225.54
22333,2011-12-09,0.0,535.9465240641711,0,92.28,884.31,69.7
22334,2011-12-09,0.0,32.0,0,22.91,52.8,29.33
22335,2011-12-09,0.0,943.0,0,27.0,612.95,209.56
22336,2011-12-09,0.0,141.0,0,94.72,91.65,31.26
22337,2011-12-09,0.0,262.0,0,8.25,165.06,190.64
22338,2011-12-09,4.0,182.0,0,95.99,34.58,17.06
22339,2011-12-09,0.0,1233.0,0,78.83,234.27,281.53
22340,2011-12-09,0.0,0.0,0,49.5,0.0,0.0
22341,2011-12-09,0.0,230.0,0,22.74,756.7,212.4
22342,2011-12-09,7.0,389.0,0,39.13,634.07,164.02
22343,2011-12-09,0.0,400.0,0,47.89,172.0,125.29
22344,2011-12-09,0.0,435.0,0,22.6,187.05,202.1
22345,2011-12-09,0.0,337.716577540107,0,9.25,145.22,164.25
22346,2011-12-09,0.0,386.0,0,10.43,165.98,222.1
22348,2011-12-09,3.0,643.0,0,65.09,546.55,88.9
22349,2011-12-09,0.0,115.0,0,15.86,431.25,32.63
22350,2011-12-09,0.0,252.0,0,48.73,642.6,69.81
22351,2011-12-09,0.0,50.0,0,0.63,123.5,1438.46
22352,2011-12-09,6.0,53.0,0,70.47,135.15,15.79
22353,2011-12-09,0.0,70.0,0,1.93,178.5,436.33
22354,2011-12-09,0.0,179.0,0,21.38,671.25,163.28
22355,2011-12-09,0.0,0.0,0,903.62,0.0,0.0
22356,2011-12-09,27.0,378.13368983957207,1,395.37,321.41,18.65
22357,2011-12-09,3.0,131.0,0,12.96,556.75,121.27
22358,2011-12-09,2.0,218.0,0,14.61,1262.22,134.32
22359,2011-12-09,0.0,32.87700534759358,0,10.22,96.99,67.56
22360,2011-12-09,0.0,78.0,0,17.81,230.1,32.85
22361,2011-12-09,2.0,15.240641711229957,0,14.66,88.24,10.92
22362,2011-12-09,2.0,6.721925133689837,0,3.09,19.83,9.78
22363,2011-12-09,0.0,33.427807486631025,0,8.66,98.61,69.46
22364,2011-12-09,0.0,221.0,0,22.02,651.95,150.55
22365,2011-12-09,0.0,195.0,0,11.05,1555.12,105.85
22366,2011-12-09,0.0,42.0,0,13.05,333.9,24.13
22367,2011-12-09,9.0,554.0,0,84.83,1080.3,88.17
22371,2011-12-09,13.0,281.0,0,34.91,1194.25,108.68
22372,2011-12-09,1.0,160.0,0,10.93,680.0,263.61
22374,2011-12-09,2.0,119.0,0,9.91,505.75,108.02
22375,2011-12-09,0.0,146.0,0,15.1,620.5,202.99
22376,2011-12-09,0.0,147.12299465240642,0,6.16,625.27,286.58
22377,2011-12-09,0.0,363.0,0,56.55,762.3,115.54
22378,2011-12-09,4.0,141.0,0,31.04,582.33,34.07
22379,2011-12-09,5.0,484.0,0,78.41,1016.4,27.78
22380,2011-12-09,22.0,210.0,0,12.95,441.0,72.99
22381,2011-12-09,1.0,512.0,0,91.69,1075.2,58.63
22382,2011-12-09,0.0,256.0,0,414.89,422.4,12.96
22383,2011-12-09,2.0,811.0,0,123.87,1338.15,29.46
22384,2011-12-09,1.0,1522.0,0,233.86,2511.3,68.33
22385,2011-12-09,0.0,1063.0,0,118.14,2211.04,53.99
22386,2011-12-09,11.0,1396.0,0,1087.9,2903.68,26.95
22389,2011-12-09,0.0,17.0,0,13.32,43.35,21.05
22390,2011-12-09,0.0,29.92513368983957,0,2.98,148.43,180.52
22391,2011-12-09,0.0,93.0,0,5.82,237.15,263.5
22393,2011-12-09,0.0,7.0,0,13.16,17.85,7.98
22394,2011-12-09,12.0,81.0,0,7.22,206.55,201.96
22395,2011-12-09,0.0,11.096256684491976,0,1.61,55.04,30.97
22396,2011-12-09,1.0,393.7700534759358,0,36.39,153.57,210.99
22398,2011-12-09,12.0,110.13368983957209,0,78.79,42.95,23.06
22399,2011-12-09,0.0,105.0,0,14.74,131.25,117.57
22400,2011-12-09,0.0,386.0,0,29.34,150.54,138.15
22402,2011-12-09,0.0,317.2032085561498,0,53.61,123.71,106.49
22403,2011-12-09,0.0,28.0,0,29.65,23.24,9.92
22405,2011-12-09,0.0,115.0,0,3.31,143.75,156.4
22406,2011-12-09,0.0,106.0,0,16.74,132.5,123.5
22407,2011-12-09,0.0,112.0,0,1.38,140.0,607.07
22408,2011-12-09,0.0,122.951871657754,0,1.93,153.69,383.2
22409,2011-12-09,0.0,127.0,0,6.66,158.75,286.13
22410,2011-12-09,0.0,125.0,0,4.01,156.25,233.75
22411,2011-12-09,23.0,999.0,0,615.4,2077.92,31.66
22412,2011-12-09,0.0,268.0,0,27.63,562.8,116.41
22413,2011-12-09,0.0,0.0,0,39.06,0.0,0.0
22414,2011-12-09,0.0,82.0,0,13.98,676.5,123.16
22415,2011-12-09,0.0,28.0,0,0.69,222.6,551.16
22416,2011-12-09,0.0,119.0,0,5.13,172.55,208.95
22417,2011-12-09,0.0,688.0,0,180.35,378.4,62.94
22418,2011-12-09,3.0,1400.0,0,162.43,1190.0,116.36
22419,2011-12-09,3.0,1674.0,0,33.47,703.08,225.05
22420,2011-12-09,1.0,228.91443850267387,0,61.27,96.14,67.25
22421,2011-12-09,2.0,1583.0,0,71.23,664.86,233.36
22422,2011-12-09,0.0,0.0,0,50.87,0.0,0.0
22423,2011-12-09,18.0,652.4705882352941,0,575.82,8319.0,22.1
22424,2011-12-09,1.0,98.0,0,32.69,1249.5,44.97
22425,2011-12-09,0.0,90.04278074866312,0,17.29,445.71,85.91
22426,2011-12-09,0.0,84.0,0,16.22,315.0,46.61
22427,2011-12-09,0.0,138.0,0,39.22,821.1,26.39
22428,2011-12-09,0.0,73.90374331550802,0,6.74,513.63,115.17
22429,2011-12-09,1.0,239.1711229946524,0,52.5,1016.48,88.83
22430,2011-12-09,0.0,60.0,0,18.95,297.0,42.74
22431,2011-12-09,0.0,690.0,0,49.41,1345.5,146.62
22432,2011-12-09,0.0,246.0,0,61.6,479.7,71.88
22433,2011-12-09,0.0,203.0,0,65.64,395.85,60.3
22434,2011-12-09,0.0,0.0,0,25.6,0.0,0.0
22435,2011-12-09,0.0,466.0,0,43.07,582.5,97.37
22436,2011-12-09,0.0,942.0,0,80.03,612.3,194.22
22437,2011-12-09,1.0,693.0213903743315,0,60.36,589.07,172.22
22438,2011-12-09,0.0,0.0,0,29.17,0.0,0.0
22439,2011-12-09,0.0,933.7433155080214,0,49.47,606.93,198.2
22440,2011-12-09,0.0,1265.0,0,90.32,531.3,84.03
22441,2011-12-09,1.0,241.0,0,23.66,506.1,91.69
22442,2011-12-09,0.0,0.0,0,9.57,0.0,0.0
22443,2011-12-09,0.0,76.46524064171123,0,7.77,607.9,191.93
22444,2011-12-09,0.0,86.0,0,34.93,107.5,48.01
22445,2011-12-09,0.0,23.0,0,5.27,67.85,32.71
22446,2011-12-09,0.0,0.0,0,16.46,0.0,0.0
22447,2011-12-09,12.0,77.0,0,1.62,193.27,285.13
22448,2011-12-09,0.0,39.0,0,5.69,130.65,113.07
22449,2011-12-09,0.0,187.13368983957216,0,8.14,626.9,241.34
22450,2011-12-09,0.0,65.0,0,4.4,217.75,177.45
22451,2011-12-09,0.0,88.0,0,6.35,294.8,228.56
22452,2011-12-09,0.0,23.0,0,15.85,37.49,17.41
22453,2011-12-09,0.0,37.0,0,15.88,109.15,41.93
22454,2011-12-09,0.0,69.0,0,8.3,203.55,112.2
22456,2011-12-09,4.0,328.95721925133694,0,93.49,1628.34,73.89
22457,2011-12-09,9.0,435.5668449197861,0,350.82,1284.92,18.62
22458,2011-12-09,0.0,188.0,0,12.59,479.4,134.44
22459,2011-12-09,0.0,271.0,0,18.53,691.05,263.26
22460,2011-12-09,12.0,51.0,0,69.46,63.75,7.71
22461,2011-12-09,0.0,63.0,0,8.63,689.85,98.59
22464,2011-12-09,49.0,434.0,0,52.83,716.1,49.29
22465,2011-12-09,36.0,13.0,1,31.19,21.45,2.5
22466,2011-12-09,13.0,677.0,0,73.02,1320.15,125.16
22467,2011-12-09,1.0,986.0,0,105.32,2514.3,70.21
22468,2011-12-09,0.0,30.61497326203209,0,22.4,206.65,28.7
22469,2011-12-09,13.0,945.0,0,913.58,1559.25,20.17
22470,2011-12-09,0.0,476.0,0,433.06,1404.2,18.14
22471,2011-12-09,1.0,130.0,0,12.79,643.5,167.66
22472,2011-12-09,0.0,12.19786096256685,0,5.21,60.38,35.09
22473,2011-12-09,0.0,87.0,0,5.51,430.65,71.04
22474,2011-12-09,0.0,0.0,0,4.89,0.0,0.0
22475,2011-12-09,0.0,130.0,0,9.5,643.5,164.26
22476,2011-12-09,0.0,0.0,0,44.89,0.0,0.0
22477,2011-12-09,0.0,647.0,0,26.49,808.75,183.18
22478,2011-12-09,1.0,596.0,0,45.47,745.0,157.31
22479,2011-12-09,0.0,62.0,0,31.7,77.5,20.54
22480,2011-12-09,0.0,95.0,0,6.42,118.75,88.82
22481,2011-12-09,0.0,0.0,0,12.66,0.0,0.0
22482,2011-12-09,0.0,121.00534759358288,0,6.63,151.26,191.76
22483,2011-12-09,0.0,234.0,0,4.98,690.3,211.39
22485,2011-12-09,12.0,32.0,0,5.85,408.0,24.63
22486,2011-12-09,1.0,14.0,0,1.99,116.06,73.75
22487,2011-12-09,0.0,44.0,0,14.12,437.8,23.38
22488,2011-12-09,3.0,497.4705882352941,0,108.4,820.83,61.96
22489,2011-12-09,29.0,900.8877005347596,0,61.87,378.37,65.53
22491,2011-12-09,12.0,524.1657754010696,0,54.55,445.54,86.47
22492,2011-12-09,0.0,2281.0,0,450.22,1482.65,60.8
22493,2011-12-09,0.0,225.0,0,129.09,371.25,36.6
22494,2011-12-09,0.0,199.7914438502673,0,28.36,491.49,105.69
22495,2011-12-09,25.0,15.0,0,12.98,44.25,22.53
22496,2011-12-09,12.0,18.534759358288767,0,6.32,54.68,30.81
22497,2011-12-09,0.0,7.0,0,6.19,29.75,13.56
22498,2011-12-09,1.0,85.0,0,10.01,505.75,101.89
22499,2011-12-09,0.0,417.0,0,107.88,2481.15,75.38
22500,2011-12-09,0.0,0.0,0,13.14,0.0,0.0
22501,2011-12-09,0.0,180.0,0,87.87,1791.0,43.02
22502,2011-12-09,0.0,368.0,0,85.43,2189.6,77.54
22503,2011-12-09,0.0,40.0,0,2.38,665.2,226.67
22504,2011-12-09,0.0,27.0,0,6.57,449.01,55.48
22505,2011-12-09,0.0,246.0,0,40.26,1217.7,128.32
22507,2011-12-09,1.0,238.0,0,64.59,1178.1,33.16
22508,2011-12-09,0.0,222.0,0,43.07,832.5,54.13
22509,2011-12-09,0.0,0.0,0,8.39,0.0,0.0
22510,2011-12-09,0.0,86.0,0,4.66,241.66,193.76
22511,2011-12-09,0.0,95.0,0,4.07,148.2,175.02
22512,2011-12-09,0.0,50.0,0,4.11,187.5,164.04
22513,2011-12-09,8.0,26.443850267379677,0,3.37,99.16,70.64
22514,2011-12-09,0.0,52.65775401069519,0,11.99,110.58,85.63
22515,2011-12-09,0.0,67.0,0,10.43,140.7,125.29
22516,2011-12-09,0.0,76.0,0,3.2,159.6,213.71
22517,2011-12-09,0.0,72.8716577540107,0,4.8,153.03,204.92
22518,2011-12-09,0.0,40.31550802139037,0,15.33,84.66,55.23
22519,2011-12-09,0.0,80.0,0,14.16,168.0,93.21
22520,2011-12-09,0.0,156.0,0,12.25,132.6,95.49
22521,2011-12-09,0.0,141.91443850267376,0,21.06,120.63,101.1
22522,2011-12-09,0.0,113.0,0,26.71,96.05,63.46
22523,2011-12-09,0.0,118.0,0,28.4,100.3,62.33
22524,2011-12-09,0.0,70.62032085561498,0,5.39,88.28,58.96
22525,2011-12-09,0.0,105.0,0,8.35,131.25,113.17
22526,2011-12-09,1.0,56.0,0,5.84,714.0,187.0
22528,2011-12-09,0.0,12.0,0,0.02,40.32,4488.0
22529,2011-12-09,0.0,381.0,0,18.12,160.02,189.24
22530,2011-12-09,0.0,1486.3315508021392,0,55.11,624.26,242.75
22531,2011-12-09,0.0,3.0,0,38.88,1.26,0.58
22532,2011-12-09,0.0,382.0,0,15.93,160.44,143.88
22533,2011-12-09,0.0,263.5133689839572,0,32.31,110.68,85.62
22534,2011-12-09,0.0,1430.6363636363635,0,148.02,600.87,188.47
22535,2011-12-09,0.0,168.0,0,18.81,70.56,40.2
22536,2011-12-09,0.0,1716.0,0,84.44,720.72,182.9
22537,2011-12-09,0.0,160.0,0,20.88,67.2,34.49
22538,2011-12-09,0.0,435.0,0,12.78,182.7,459.58
22539,2011-12-09,48.0,338.7433155080214,0,19.9,142.27,153.19
22540,2011-12-09,1.0,339.620320855615,0,39.56,142.64,154.52
22541,2011-12-09,0.0,278.27807486631013,0,4.69,116.88,889.54
22543,2011-12-09,0.0,371.4919786096257,0,18.96,156.03,352.63
22544,2011-12-09,145.0,149.61497326203198,0,61.0,62.84,36.79
22545,2011-12-09,96.0,371.8983957219251,0,18.13,156.2,246.18
22546,2011-12-09,0.0,373.5080213903743,0,28.21,156.87,258.21
22547,2011-12-09,0.0,164.0,0,17.49,136.12,112.54
22548,2011-12-09,0.0,558.0,0,95.9,697.5,122.19
22549,2011-12-09,3.0,74.30481283422455,0,114.83,107.74,13.59
22550,2011-12-09,0.0,67.0,0,40.23,251.25,24.98
22551,2011-12-09,2.0,541.0,0,136.5,892.65,65.4
22553,2011-12-09,3.0,719.0,0,61.99,1186.35,104.39
22554,2011-12-09,3.0,747.0,0,125.04,1232.55,107.54
22555,2011-12-09,3.0,524.0,0,136.24,864.6,63.46
22556,2011-12-09,0.0,0.0,0,107.93,0.0,0.0
22557,2011-12-09,3.0,623.4224598930482,0,61.65,1028.65,91.01
22558,2011-12-09,3.0,610.7165775401068,0,298.01,1007.68,36.89
22559,2011-12-09,0.0,89.47058823529414,0,12.35,111.84,86.91
22560,2011-12-09,0.0,0.0,0,142.14,0.0,0.0
22561,2011-12-09,13.0,1099.0,0,92.35,1813.35,89.26
22562,2011-12-09,0.0,537.0,0,43.39,671.25,167.09
22563,2011-12-09,0.0,31.09090909090901,0,60.55,38.86,4.62
22564,2011-12-09,0.0,197.0,0,42.06,246.25,28.1
22565,2011-12-09,4.0,44.76470588235293,0,26.82,38.05,20.03
22566,2011-12-09,3.0,44.76470588235293,0,33.53,38.05,20.03
22567,2011-12-09,1.0,369.0,0,41.58,535.05,79.86
22568,2011-12-09,0.0,506.0,0,175.58,1897.5,60.52
22569,2011-12-09,0.0,554.0,0,124.32,2077.5,80.22
22570,2011-12-09,0.0,573.0,0,104.79,2148.75,73.82
22571,2011-12-09,4.0,774.0,0,107.75,657.9,150.85
22572,2011-12-09,0.0,777.0,0,37.67,660.45,247.53
22573,2011-12-09,10.0,992.0,0,39.16,843.2,151.99
22574,2011-12-09,5.0,624.0,0,25.51,530.4,110.08
22575,2011-12-09,0.0,387.0,0,33.91,754.65,239.63
22576,2011-12-09,0.0,0.0,0,73.22,0.0,0.0
22577,2011-12-09,4.0,1932.0,0,435.49,560.28,73.2
22578,2011-12-09,19.0,971.0,0,151.33,281.59,38.5
22579,2011-12-09,0.0,2421.0,0,107.52,702.09,202.65
22580,2011-12-09,9.0,132.0,0,13.1,785.4,45.33
22581,2011-12-09,59.0,801.0,0,17.87,672.84,201.73
22582,2011-12-09,0.0,225.03743315508015,0,10.63,573.85,158.8
22583,2011-12-09,0.0,242.41176470588232,0,14.69,618.15,222.76
22584,2011-12-09,0.0,556.0,0,21.03,1417.8,118.96
22585,2011-12-09,2.0,642.0,0,260.31,802.5,51.79
22586,2011-12-09,2.0,48.29411764705878,0,26.47,41.05,21.89
22587,2011-12-09,0.0,49.62032085561498,0,19.78,42.18,22.58
22588,2011-12-09,0.0,169.0,0,22.81,488.41,100.01
22589,2011-12-09,6.0,230.0,0,17.37,664.7,238.28
22591,2011-12-09,1.0,201.0,0,9.36,653.25,193.25
22592,2011-12-09,3.0,102.0,0,7.1,382.5,64.66
22593,2011-12-09,2.0,725.0,0,21.89,616.25,149.07
22594,2011-12-09,3.0,921.0,0,84.57,782.85,212.36
22595,2011-12-09,0.0,1449.0,0,71.58,1231.65,121.45
22596,2011-12-09,60.0,140.0,0,133.03,175.0,15.79
22597,2011-12-09,9.0,656.0,0,73.72,544.48,93.43
22598,2011-12-09,4.0,49.010695187165766,0,40.72,40.68,21.67
22599,2011-12-09,5.0,740.0,0,22.63,614.2,147.13
22600,2011-12-09,2.0,782.0,0,77.95,664.7,195.63
22601,2011-12-09,3.0,33.0,0,85.9,28.05,6.34
22602,2011-12-09,3.0,627.0,0,64.84,532.95,116.03
22603,2011-12-09,0.0,751.0,0,23.28,638.35,241.92
22604,2011-12-09,0.0,245.0,0,55.2,624.75,93.21
22605,2011-12-09,0.0,92.0,0,16.63,1375.4,49.79
22606,2011-12-09,0.0,87.0,0,8.79,1387.65,118.75
22607,2011-12-09,0.0,135.0,0,36.1,1343.25,39.26
22608,2011-12-09,3.0,3172.0,0,97.28,666.12,244.55
22609,2011-12-09,0.0,3331.0,0,149.75,632.89,233.56
22610,2011-12-09,0.0,3412.0,0,138.55,648.28,147.76
22611,2011-12-09,0.0,141.0,0,2.59,697.95,245.27
22613,2011-12-09,0.0,165.33155080213908,0,10.11,140.53,147.22
22614,2011-12-09,1.0,1634.0,0,36.3,637.26,270.05
22615,2011-12-09,4.0,382.2085561497327,0,22.15,149.06,181.17
22616,2011-12-09,1.0,6528.903743315508,0,1309.26,1893.38,97.24
22617,2011-12-09,18.0,99.0,0,29.28,490.05,20.29
22618,2011-12-09,0.0,9.0,0,0.76,89.55,53.43
22619,2011-12-09,5.0,83.0,0,29.01,311.25,17.17
22620,2011-12-09,3.0,750.0,0,110.06,1087.5,92.0
22621,2011-12-09,2.0,967.0,0,127.61,1595.55,68.2
22622,2011-12-09,1.0,226.0,0,39.02,2700.7,69.51
22623,2011-12-09,0.0,216.0,0,8.1,1285.2,120.04
22624,2011-12-09,7.0,71.0,0,34.34,603.5,18.61
